Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Signal_Strength_dB,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Tag_Type,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Tagged_By,Tag_Weight_g,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Observation_Counts,Observation_Quality
B3448,Goose,Australia,Forest,Foggy,Feeding,24.180204658664877,-40.926953714540616,-61.50755805802092,-175.79170156911863,1859.93,44.4,46.36,2022,850,-1.1,9.5,13,1027.5,18.9,Yes,75,-62.6,Mar,Nov,5,5,GPS,No,361,Low,Good,Yes,N/A,Researcher_C,15.0,Successful,No,99,8,Low
B3449,Hawk,Europe,Coastal,Foggy,Breeding,-56.820259329437484,-27.129740758079436,-56.05677918831394,-48.08910683980733,1921.37,35.4,57.57,4050,739,7.1,41.1,14,1038.6,17.1,No,16,-61.0,May,Oct,2,4,Radio,No,80,Low,Poor,No,N/A,Researcher_A,18.9,Failed,No,11,14,Low
B3450,Goose,Europe,Grassland,Rainy,Breeding,-38.72668749046956,60.57859695730298,57.315178581396054,119.6870750235554,2148.38,40.3,44.66,1544,417,25.9,5.7,13,1029.7,8.9,Yes,81,-71.5,Mar,Dec,7,7,Satellite,No,455,Low,Poor,Yes,Predator,Researcher_A,20.2,Failed,No,62,33,Low
B3451,Stork,Australia,Forest,Rainy,Climate Change,74.88124608529543,59.602877848649456,-26.00101562413544,47.59588563724171,2411.43,44.1,40.17,3855,461,12.6,23.0,73,952.2,1.5,No,86,-76.9,Nov,Mar,3,5,GPS,Yes,249,High,Good,Yes,Lost Signal,Researcher_B,9.2,Successful,No,65,17,Low
B3452,Eagle,South America,Coastal,Foggy,Avoid Predators,-56.985326317184935,-171.75529496204445,16.788860501928426,41.49735783257108,2998.76,45.1,49.83,5592,395,-1.7,37.1,15,1035.2,10.6,Yes,56,-74.5,May,Oct,11,7,Radio,Yes,71,High,Excellent,No,Injury,Researcher_B,17.2,Successful,No,102,14,High
B3453,Swallow,Asia,Grassland,Stormy,Climate Change,-58.75656806742759,-15.94892659933663,63.93994416026652,-97.69943335585188,3478.1,52.7,59.13,6812,705,28.8,8.4,20,1014.6,8.8,Yes,50,-64.2,Sep,Apr,11,9,Satellite,No,216,Low,Excellent,No,Lost Signal,Researcher_B,29.0,Successful,Yes,88,36,High
B3454,Swallow,South America,Urban,Windy,Breeding,-3.66921472790267,-59.935735908572596,32.968771155810586,47.55194405155106,2085.91,80.5,53.29,3677,664,19.3,40.1,62,1027.1,2.6,No,10,-56.6,Oct,Jun,9,8,GPS,Yes,344,High,Poor,Yes,Lost Signal,Researcher_C,6.7,Successful,No,46,80,Moderate
B3455,Hawk,Europe,Mountain,Windy,Climate Change,-73.40447371718862,45.97028897284301,-78.22522908477018,103.01402422638364,2462.4,60.1,52.42,1060,336,16.9,57.3,82,962.0,11.5,No,58,-68.3,May,Dec,3,7,Radio,Yes,52,High,Fair,Yes,Storm,Researcher_A,18.9,Failed,Yes,104,34,High
B3456,Stork,Africa,Coastal,Clear,Climate Change,71.0327140171872,20.052833650297742,-9.778705789531784,-35.36770144949577,2549.31,62.2,54.51,5706,650,33.6,57.4,75,1007.5,10.4,Yes,66,-67.0,May,Apr,6,0,Radio,Yes,403,Medium,Poor,Yes,N/A,Researcher_C,29.7,Failed,Yes,1,57,Low
B3457,Crane,Australia,Urban,Windy,Feeding,-71.9731551037552,54.310185760931205,-77.84999071068812,-114.44682767650313,2055.29,49.7,46.87,7884,694,31.6,35.2,54,1017.3,9.2,No,47,-59.7,Feb,Jun,12,4,Radio,Yes,471,Low,Excellent,Yes,Lost Signal,Researcher_A,11.6,Successful,Yes,19,31,Moderate
B3458,Stork,North America,Forest,Windy,Avoid Predators,20.980345831343,55.356259142161434,-3.8081619565993634,-152.18126701371796,2268.74,52.3,45.93,6777,103,-3.4,31.1,18,1036.5,15.5,Yes,12,-93.1,Sep,Nov,5,1,Radio,Yes,106,Low,Good,No,Predator,Researcher_C,10.2,Successful,No,94,87,High
B3459,Swallow,Europe,Mountain,Stormy,Feeding,-28.83926583984274,-88.2461299292519,-50.52551122925989,2.050439921436549,3346.17,55.1,49.92,4272,446,23.4,26.1,18,987.5,6.8,No,34,-94.3,Nov,Oct,7,3,GPS,No,368,High,Excellent,Yes,Injury,Researcher_B,7.5,Failed,No,26,53,Low
B3460,Swallow,Asia,Coastal,Windy,Feeding,54.76911938478608,-91.27268475509345,-89.76452408548256,66.18909353398433,3098.58,62.1,54.67,8872,492,30.7,27.4,82,1040.4,17.1,Yes,70,-72.3,Sep,Nov,7,3,Radio,Yes,380,Low,Excellent,No,Storm,Researcher_B,17.6,Successful,No,61,41,Low
B3461,Eagle,Europe,Forest,Stormy,Climate Change,16.165934238156936,-46.69833779166484,56.36732252256809,-121.44986606528792,3160.22,59.7,46.87,6491,192,28.8,34.1,36,1033.9,4.5,No,91,-88.8,Jan,Dec,4,1,Radio,No,178,Medium,Excellent,No,Injury,Researcher_C,26.3,Failed,No,63,31,Moderate
B3462,Stork,Asia,Mountain,Rainy,Avoid Predators,-20.104894605701134,-92.89495420679016,84.48891199251472,-28.280295016322867,2776.59,57.1,46.02,6843,682,30.0,26.1,50,957.6,5.3,Yes,80,-81.3,Oct,Oct,7,7,Satellite,Yes,209,Medium,Excellent,No,N/A,Researcher_B,9.7,Failed,No,74,11,Low
B3463,Stork,Asia,Mountain,Stormy,Breeding,87.09713721806594,65.8109080147201,83.54388271876479,24.71155529197489,2924.16,43.6,48.91,7717,141,26.3,25.6,33,1012.9,6.4,Yes,88,-69.5,Nov,Apr,13,2,Satellite,Yes,183,Medium,Poor,No,Lost Signal,Researcher_A,28.0,Successful,Yes,72,70,High
B3464,Swallow,Australia,Forest,Rainy,Avoid Predators,-78.07842207620448,37.031751080805265,-36.146665122601725,-123.8909673947876,2681.74,33.0,54.95,7781,599,34.5,17.3,82,1034.0,9.3,Yes,39,-79.2,Jan,Oct,4,9,GPS,Yes,194,Medium,Good,Yes,Injury,Researcher_A,27.6,Successful,No,102,63,High
B3465,Crane,Asia,Forest,Stormy,Feeding,14.00153458152181,-102.10067760886196,59.17924981131179,-82.83961688063526,3299.2,61.9,51.96,2684,744,2.3,40.7,97,967.8,16.9,No,26,-79.8,Jan,Oct,1,0,Radio,No,102,Medium,Good,No,Injury,Researcher_B,25.3,Successful,Yes,8,70,Low
B3466,Hawk,South America,Coastal,Foggy,Climate Change,88.12229607792807,138.27773116788882,32.179842254685155,39.028818991007654,1040.95,57.3,50.64,7214,386,-2.8,52.4,35,1007.2,13.7,No,91,-58.0,Oct,Apr,7,2,Radio,No,351,Medium,Good,No,Injury,Researcher_B,8.1,Failed,Yes,80,24,High
B3467,Warbler,Africa,Mountain,Rainy,Breeding,34.37147577834307,-14.16145857439139,54.013750253880545,81.00861862267408,1952.73,43.7,44.54,5686,325,-6.6,2.0,54,997.0,9.5,No,50,-66.9,May,Mar,1,9,Radio,No,98,High,Good,Yes,Lost Signal,Researcher_B,21.9,Successful,Yes,9,72,High
B3468,Hawk,Europe,Coastal,Rainy,Feeding,43.15853369559474,-134.26083961500012,62.32284868725483,48.957625563082956,1760.78,72.4,46.92,2512,801,27.1,57.8,85,1046.8,12.1,No,90,-90.6,Nov,May,12,4,GPS,Yes,88,High,Fair,No,N/A,Researcher_B,22.0,Failed,No,43,52,Low
B3469,Stork,Africa,Mountain,Windy,Climate Change,-84.22359397569254,-103.33238828703045,86.4501730292398,76.90831644613417,2158.82,41.6,44.45,6637,396,10.4,43.5,57,953.5,7.8,No,81,-59.3,Nov,Apr,13,3,Satellite,Yes,461,Low,Good,No,Lost Signal,Researcher_B,23.1,Successful,No,32,27,Low
B3470,Hawk,North America,Coastal,Rainy,Feeding,-86.15463064254676,14.346202726924332,-62.68866521993199,29.34161239500537,2526.42,49.6,43.15,6885,567,1.6,0.6,74,1019.9,5.9,Yes,15,-69.5,Feb,May,13,5,GPS,Yes,92,High,Fair,Yes,Lost Signal,Researcher_A,29.1,Failed,No,70,52,Moderate
B3471,Swallow,Europe,Forest,Stormy,Climate Change,-83.50017984320529,-58.16735407598583,48.554284317174336,120.89984809817548,2427.94,47.6,44.81,3213,640,20.5,6.0,74,983.6,14.6,Yes,53,-60.6,Jan,Apr,8,6,GPS,Yes,240,Medium,Excellent,No,N/A,Researcher_C,27.4,Failed,Yes,8,69,High
B3472,Swallow,Africa,Forest,Foggy,Avoid Predators,88.51030239172178,126.43989717400859,42.147648734760764,117.6249495137314,2073.27,43.2,53.93,6764,303,-10.0,56.0,54,953.0,4.3,No,32,-83.5,Nov,May,1,2,GPS,No,392,Low,Excellent,Yes,Injury,Researcher_A,14.2,Successful,No,5,99,Moderate
B3473,Stork,Africa,Wetland,Foggy,Feeding,86.31355693335325,-1.8952533352187402,-38.207549216066866,106.64911218759647,2584.7,44.9,51.74,5925,895,-1.1,40.3,34,1020.5,2.3,No,56,-67.9,Nov,Apr,14,1,Radio,No,410,Medium,Fair,Yes,Storm,Researcher_B,22.8,Successful,Yes,98,57,Moderate
B3474,Stork,Australia,Coastal,Windy,Avoid Predators,-29.78839336243287,149.50612815638533,-19.334239955379275,27.164923967459174,2672.96,43.8,49.79,6257,393,7.0,3.6,45,956.5,16.6,Yes,50,-71.1,May,Dec,9,7,Radio,No,107,Low,Good,No,N/A,Researcher_A,19.1,Failed,Yes,21,18,High
B3475,Warbler,Australia,Wetland,Stormy,Avoid Predators,-37.6232730721508,-143.34246686219228,-58.183551418591264,177.8868726977094,2764.36,42.8,45.15,5667,255,-0.4,20.3,32,998.1,14.0,Yes,33,-64.6,Feb,Mar,4,6,GPS,No,377,Low,Excellent,Yes,Storm,Researcher_B,12.9,Successful,Yes,48,84,High
B3476,Warbler,North America,Wetland,Stormy,Climate Change,-63.727425806788034,60.69352787811292,74.38917475543806,-165.9196750253048,2880.96,55.6,48.13,4939,686,5.4,53.1,49,968.4,8.4,No,91,-71.0,Apr,Mar,7,1,GPS,No,233,Low,Poor,Yes,Lost Signal,Researcher_B,27.1,Successful,Yes,50,3,Low
B3477,Eagle,Asia,Urban,Clear,Breeding,-30.754746150343486,138.882546846968,68.28043046386887,-109.56488403424052,2188.02,58.6,51.37,6044,876,-2.6,51.3,91,1011.2,9.7,Yes,32,-82.7,Feb,Nov,1,2,GPS,No,22,High,Good,No,Lost Signal,Researcher_B,24.1,Successful,No,81,81,High
B3478,Stork,Europe,Mountain,Rainy,Avoid Predators,-23.373012501491345,-74.5450287994007,20.526302628255934,111.19582548553348,3000.74,43.7,45.79,2608,699,-9.8,11.4,81,997.8,5.0,No,42,-72.9,Oct,May,2,1,GPS,No,20,High,Excellent,No,Lost Signal,Researcher_A,7.8,Failed,No,104,18,High
B3479,Crane,Australia,Grassland,Windy,Feeding,44.690907016626056,-131.1524653264963,2.0933999792471667,117.46530681174863,2463.84,45.0,48.58,4098,329,12.3,25.4,31,1039.6,19.0,Yes,79,-67.8,Oct,Mar,7,7,GPS,Yes,438,Medium,Poor,Yes,Lost Signal,Researcher_A,16.7,Failed,Yes,32,35,Moderate
B3480,Hawk,Europe,Urban,Foggy,Feeding,65.93283952555225,-15.607894327848697,-48.08009513097923,114.75101564678323,2876.49,53.8,49.67,5010,240,-6.8,45.2,91,965.9,19.2,Yes,66,-90.6,Mar,Jun,11,9,Radio,Yes,93,High,Good,No,Predator,Researcher_B,30.0,Successful,No,43,57,Moderate
B3481,Stork,North America,Mountain,Clear,Climate Change,44.41232155344986,166.08032147794222,52.128640265394125,134.17701698139012,2184.22,52.4,57.44,5767,249,22.4,41.2,99,998.5,18.0,Yes,40,-86.2,Feb,Jun,3,8,Radio,Yes,132,High,Fair,No,Predator,Researcher_A,24.1,Failed,No,83,78,High
B3482,Goose,Australia,Grassland,Stormy,Avoid Predators,26.365518197203045,48.04629318119538,-88.52311578232943,-27.86114301257848,3358.19,51.3,54.77,7426,225,-7.2,6.0,56,980.9,17.8,No,25,-73.2,May,May,14,3,Radio,No,481,Low,Good,Yes,Lost Signal,Researcher_C,16.3,Successful,Yes,95,79,Low
B3483,Eagle,Australia,Wetland,Rainy,Breeding,47.86201405598362,51.83170957088615,-6.698395517031344,155.4600678971521,2752.18,52.0,59.38,3793,571,24.5,35.7,95,1038.3,16.7,No,60,-61.9,Jan,May,2,2,Satellite,Yes,360,High,Good,No,Lost Signal,Researcher_C,26.7,Successful,Yes,119,32,High
B3484,Goose,Asia,Grassland,Foggy,Breeding,42.929546247324964,61.740451631011894,64.89921188274423,-104.6986278031854,2556.3,56.1,47.06,7959,439,-7.2,1.5,66,1033.6,6.6,Yes,42,-74.1,Apr,Apr,2,3,Satellite,Yes,269,High,Fair,No,Storm,Researcher_A,11.4,Failed,No,53,92,High
B3485,Swallow,Europe,Forest,Clear,Feeding,-4.365055128528937,-165.68590478623528,21.327360197895544,157.3014560562388,1893.62,61.0,52.78,9453,355,33.8,21.7,24,978.7,11.6,No,40,-89.7,Nov,Nov,9,2,Radio,No,193,High,Fair,No,Predator,Researcher_C,26.6,Successful,No,6,4,High
B3486,Warbler,Europe,Forest,Stormy,Climate Change,-29.546747556955594,-19.56607152321871,24.322111482893177,20.40426706504138,3043.35,44.5,51.44,4134,431,6.3,31.1,13,1045.8,12.1,Yes,67,-72.8,Jan,Dec,2,7,Satellite,Yes,227,Medium,Excellent,Yes,N/A,Researcher_B,15.1,Successful,Yes,87,98,High
B3487,Hawk,Europe,Coastal,Foggy,Avoid Predators,-39.099470962032086,-152.07407624098454,-77.27266338850004,-121.00173402389476,1957.56,53.4,55.42,6231,456,3.5,2.6,41,1031.1,18.9,Yes,43,-71.6,Nov,Dec,7,1,GPS,Yes,100,Medium,Fair,Yes,Lost Signal,Researcher_B,7.3,Successful,Yes,102,7,Low
B3488,Stork,Asia,Mountain,Foggy,Feeding,32.2839827123007,-66.29082142609664,-38.39314869973707,84.98775850669216,3608.6,45.1,58.35,2349,264,3.7,50.7,20,1032.4,5.7,Yes,71,-77.4,Feb,Nov,8,1,GPS,Yes,248,Medium,Good,Yes,Injury,Researcher_C,6.2,Successful,No,119,58,Low
B3489,Goose,Australia,Urban,Stormy,Climate Change,82.67474240014053,115.77564876127587,31.29519700731275,-73.48346449108737,2866.37,30.1,44.68,1847,599,0.9,24.8,16,980.3,11.4,Yes,30,-71.8,Oct,Jun,13,4,Radio,Yes,361,High,Excellent,Yes,Injury,Researcher_C,11.5,Failed,No,35,2,Low
B3490,Hawk,North America,Wetland,Stormy,Breeding,14.589849408413414,56.25718190173052,-81.0688857744451,-100.63527007121968,1847.75,41.0,47.1,6082,715,-2.0,24.3,15,1038.7,4.0,No,18,-72.5,Mar,Mar,13,0,GPS,No,102,Medium,Fair,Yes,Predator,Researcher_A,28.4,Failed,Yes,41,13,Low
B3491,Swallow,Europe,Mountain,Windy,Feeding,74.25477044500789,178.4061715447134,-30.431564372585783,-118.05290291041364,2606.56,67.9,41.95,5684,366,27.3,6.6,18,997.1,2.1,Yes,95,-72.7,Oct,Apr,1,5,GPS,Yes,402,High,Poor,Yes,Lost Signal,Researcher_C,28.4,Successful,No,93,8,Moderate
B3492,Warbler,Africa,Wetland,Foggy,Climate Change,-87.43871322486945,-118.02440722583631,-26.289978559223513,-169.41408694699282,3483.54,60.2,53.86,7244,817,10.8,28.5,25,987.0,4.6,Yes,34,-67.9,Sep,May,2,8,Radio,No,148,Medium,Good,No,Storm,Researcher_A,9.1,Successful,No,4,89,Low
B3493,Crane,Asia,Forest,Stormy,Breeding,53.00471641248103,-37.060474973247636,-0.23068997383617784,95.27544484680794,2493.23,29.9,45.74,5739,705,-5.5,5.2,28,971.2,3.3,Yes,88,-78.2,Mar,Nov,8,5,Radio,No,281,Medium,Poor,No,Predator,Researcher_B,9.4,Successful,Yes,85,24,Moderate
B3494,Eagle,South America,Urban,Clear,Climate Change,63.64847843281433,111.47047787625644,-24.77245457076053,-4.8584617681520115,2320.88,43.1,46.08,5032,352,26.8,9.1,79,1047.0,3.4,Yes,71,-87.5,Nov,Oct,2,4,Radio,Yes,298,Medium,Good,No,Lost Signal,Researcher_C,9.8,Successful,Yes,116,57,Moderate
B3495,Hawk,North America,Urban,Rainy,Feeding,23.578890829865244,-102.35102313836732,-8.258843256497428,172.34357290805082,2655.43,48.3,52.56,9411,826,28.7,50.1,49,1046.7,15.4,Yes,43,-94.1,Mar,Oct,1,7,GPS,No,205,High,Good,No,Lost Signal,Researcher_A,28.4,Successful,Yes,55,67,High
B3496,Hawk,Africa,Forest,Windy,Avoid Predators,78.13097988511132,-124.660135321515,8.459522360208496,-21.862234480212777,2122.68,50.4,42.69,7386,755,31.6,41.0,16,999.7,9.6,Yes,69,-62.6,Oct,Apr,3,2,Radio,Yes,324,Medium,Poor,Yes,Lost Signal,Researcher_B,12.6,Failed,Yes,110,3,Low
B3497,Crane,Europe,Grassland,Stormy,Climate Change,16.184338718633924,-26.059479482222628,-66.89738852342332,123.6061974731748,3167.09,44.4,43.7,3994,834,-7.9,35.8,62,1048.0,17.5,No,22,-81.2,Feb,Dec,3,3,Radio,No,231,Medium,Excellent,No,N/A,Researcher_B,21.5,Failed,No,101,36,Low
B3498,Hawk,South America,Urban,Rainy,Avoid Predators,-46.70335754518513,-41.85846354329948,-57.514425358680526,168.51406789258846,2071.87,57.9,47.29,9356,376,11.3,30.4,65,1036.4,5.1,No,47,-66.7,Sep,Jun,14,9,GPS,No,483,Medium,Fair,No,Lost Signal,Researcher_C,11.0,Successful,Yes,112,18,High
B3499,Swallow,North America,Grassland,Windy,Feeding,-51.17089869932503,172.87413872520654,59.851978984022026,-171.9136549352193,2715.97,65.2,50.13,3050,607,17.2,28.4,79,960.1,14.5,Yes,42,-61.3,Feb,May,13,6,GPS,Yes,116,Low,Poor,Yes,Injury,Researcher_A,17.8,Successful,No,2,24,Low
B3500,Swallow,Asia,Wetland,Foggy,Breeding,10.050528004688744,-15.749449550405728,-7.241770355436444,-142.08519936605632,3125.35,61.3,48.28,6741,312,27.9,57.1,40,1024.4,6.8,Yes,48,-74.7,Oct,Oct,4,5,Satellite,No,370,Medium,Good,Yes,Predator,Researcher_A,26.1,Successful,Yes,96,25,High
B3501,Crane,South America,Urban,Rainy,Climate Change,73.16710748931797,129.94068351699127,-26.07262670764016,-54.7690428785436,2528.11,44.5,50.85,7012,202,17.9,59.5,45,1040.0,13.8,Yes,98,-56.6,Sep,Apr,2,8,Satellite,Yes,292,Medium,Fair,No,Lost Signal,Researcher_B,24.8,Failed,No,74,73,High
B3502,Eagle,Australia,Coastal,Windy,Breeding,-76.97376976408614,139.6675869242003,-11.901327447297746,133.2418275980266,3145.49,36.3,55.57,9918,665,10.6,23.1,70,998.6,10.8,Yes,59,-57.5,Feb,Jun,3,7,GPS,No,221,Low,Excellent,No,N/A,Researcher_B,11.7,Successful,No,81,54,High
B3503,Stork,South America,Forest,Stormy,Avoid Predators,18.79029219796398,-123.16618292601267,-58.53266049384072,121.66216083491872,2405.69,56.0,52.83,8515,351,24.4,0.8,67,1030.4,3.8,No,85,-57.1,Apr,Nov,11,6,GPS,Yes,270,Medium,Excellent,Yes,Lost Signal,Researcher_C,25.1,Successful,Yes,44,30,Low
B3504,Goose,Africa,Grassland,Stormy,Avoid Predators,48.56462513676442,77.50972844944368,-46.82749414453219,-47.975391329322576,1936.82,35.1,46.85,3412,574,10.8,54.6,78,967.4,19.0,No,73,-52.9,May,Oct,3,4,GPS,No,170,Low,Good,No,Injury,Researcher_A,13.2,Failed,Yes,87,3,Moderate
B3505,Stork,North America,Coastal,Windy,Breeding,-69.22762746775756,-80.0614298838948,2.7942376619761973,-108.0345489332007,2871.13,57.3,46.93,4747,364,2.9,19.2,21,1043.0,2.2,Yes,46,-55.2,Oct,Nov,3,8,Satellite,Yes,178,High,Fair,No,Predator,Researcher_C,7.2,Failed,Yes,83,61,High
B3506,Hawk,Africa,Wetland,Foggy,Feeding,-68.98145567183767,-145.89397142545337,-25.393230665736397,108.83551745372597,2668.41,64.3,52.64,1080,395,16.3,55.4,80,1034.5,9.9,Yes,71,-59.6,Jan,Mar,1,4,Radio,Yes,339,High,Poor,Yes,Predator,Researcher_B,14.7,Failed,No,31,81,High
B3507,Goose,Africa,Wetland,Windy,Avoid Predators,-24.096960599474144,134.89376799657128,-4.41790145906198,34.8892520623852,2020.8,55.2,48.87,5258,406,13.0,32.0,94,973.4,14.6,No,80,-90.9,Nov,Oct,3,6,Radio,Yes,19,Low,Fair,No,Storm,Researcher_C,25.9,Failed,Yes,95,97,High
B3508,Crane,Europe,Urban,Clear,Feeding,-40.701388761050964,-74.72410525319349,-63.05315889212292,-168.62383175762562,2456.7,39.2,55.34,5007,809,12.0,57.9,91,959.3,17.7,Yes,60,-71.8,Mar,Mar,12,2,Radio,No,411,Low,Excellent,Yes,Predator,Researcher_B,6.4,Failed,No,110,15,High
B3509,Crane,Asia,Urban,Windy,Breeding,-54.303451399135845,-55.66835873130836,-61.83570018185428,109.51773577935501,2012.66,40.2,49.93,5004,339,-1.4,30.8,23,994.1,20.0,Yes,83,-63.0,Sep,Nov,13,7,Satellite,No,486,Medium,Good,Yes,Storm,Researcher_C,19.6,Failed,No,54,49,Moderate
B3510,Eagle,South America,Coastal,Windy,Feeding,-54.23504874995786,-63.36394685303762,-20.8902564661267,164.5059118893455,2496.9,50.7,43.08,6073,437,28.0,25.8,13,1008.5,12.1,Yes,44,-71.0,Apr,Jun,5,2,Radio,Yes,421,High,Fair,Yes,N/A,Researcher_B,15.2,Successful,No,75,38,High
B3511,Goose,North America,Mountain,Stormy,Avoid Predators,-66.47957416352955,-107.89364773678685,-21.805626114828584,-164.84868300623486,3641.17,67.8,50.78,1696,505,-7.4,55.3,49,984.2,19.7,No,63,-79.8,Sep,Oct,9,5,Radio,Yes,278,Medium,Fair,Yes,N/A,Researcher_B,20.7,Failed,No,90,45,Low
B3512,Swallow,Australia,Mountain,Foggy,Breeding,19.953722354751434,-23.57878246969534,68.99982183446164,-77.08550298659314,2979.48,51.4,49.54,9749,720,-7.6,43.2,98,979.9,11.5,No,36,-63.1,Nov,Jun,3,2,Satellite,No,60,Medium,Excellent,Yes,Lost Signal,Researcher_C,26.3,Failed,Yes,96,37,High
B3513,Goose,Asia,Urban,Windy,Feeding,33.862608645135666,-25.814584511121723,-83.97875146701287,115.00739130525739,2813.49,38.8,51.08,5730,640,-3.7,50.5,98,950.8,13.2,Yes,39,-48.7,Mar,Dec,12,2,Satellite,Yes,22,High,Excellent,Yes,Storm,Researcher_B,26.7,Failed,No,119,5,Moderate
B3514,Hawk,Asia,Mountain,Rainy,Feeding,36.52852083822802,-32.84941474397414,88.71397949745781,30.473885767086955,2584.37,48.9,43.51,1870,251,-5.0,4.5,64,950.2,13.8,No,52,-68.4,Mar,May,3,2,Radio,Yes,137,Medium,Poor,Yes,Storm,Researcher_B,24.8,Failed,No,40,21,Moderate
B3515,Swallow,North America,Forest,Stormy,Climate Change,5.823715704949109,149.86718897636854,82.17415066077035,176.1682408777707,3024.56,71.1,43.23,6332,606,29.7,36.8,42,964.9,14.5,No,42,-75.0,May,Dec,2,9,Radio,No,202,High,Poor,No,Lost Signal,Researcher_B,9.7,Successful,Yes,23,17,Moderate
B3516,Warbler,Asia,Coastal,Stormy,Avoid Predators,81.523128539802,-57.68941366950793,7.605171118439387,149.58108144049856,2538.77,35.3,57.78,6566,514,25.6,40.1,24,1025.3,9.4,Yes,33,-58.3,May,Jun,11,7,Radio,No,301,High,Fair,Yes,Predator,Researcher_B,7.6,Failed,Yes,74,72,High
B3517,Warbler,Europe,Forest,Windy,Climate Change,68.49589996621182,-169.06359299610358,39.37639715190491,-115.82224332270113,1603.71,63.5,46.07,7560,282,2.8,8.0,40,1040.5,19.7,No,15,-69.7,May,Mar,10,3,Satellite,No,158,High,Good,Yes,Lost Signal,Researcher_C,18.1,Failed,Yes,109,42,Low
B3518,Warbler,Asia,Mountain,Rainy,Feeding,82.37360567993039,-115.76267775332053,78.34583834671415,62.65017527018881,1830.44,46.7,48.17,1936,869,2.0,18.0,26,962.9,8.4,Yes,14,-61.1,Mar,Mar,3,3,Radio,Yes,483,High,Excellent,Yes,Storm,Researcher_B,6.5,Successful,Yes,2,79,Low
B3519,Crane,Europe,Urban,Windy,Avoid Predators,-20.01681393710797,79.73894756645052,-44.785096946354315,55.18331282710318,2225.62,54.8,40.3,6841,811,8.2,53.5,93,1021.5,5.1,Yes,16,-88.9,Sep,Dec,11,5,GPS,No,173,Medium,Poor,No,Injury,Researcher_A,28.8,Successful,No,57,13,Moderate
B3520,Goose,South America,Forest,Rainy,Breeding,68.00096879190443,32.709098273224015,-33.186490548460476,-140.0913793601324,2289.4,59.3,50.29,4640,425,13.5,13.8,56,975.2,13.7,No,22,-75.3,Nov,Mar,10,2,GPS,Yes,317,Low,Good,Yes,Lost Signal,Researcher_B,13.4,Successful,No,38,12,Low
B3521,Warbler,South America,Wetland,Stormy,Breeding,47.317445893239096,162.62452934682682,-70.03355698833916,-147.7731828077983,2512.82,42.6,41.36,8288,354,4.9,46.7,78,963.6,8.9,No,99,-72.5,Oct,Dec,5,8,Satellite,No,320,Low,Excellent,No,N/A,Researcher_C,22.4,Failed,No,24,92,High
B3522,Stork,Africa,Urban,Rainy,Breeding,-28.80487745387765,69.99663858871796,11.492301118509815,24.999882134643798,3093.45,61.7,49.55,5103,327,30.8,1.5,47,989.6,3.5,Yes,50,-85.2,Sep,May,12,0,GPS,Yes,231,Low,Excellent,No,N/A,Researcher_C,25.0,Successful,Yes,35,77,High
B3523,Eagle,Europe,Coastal,Windy,Feeding,-70.81321346924052,-110.07299757646392,-61.29929237930591,-34.92967313383437,2694.8,54.9,50.96,6958,506,-7.8,10.9,77,1025.2,4.5,Yes,58,-79.8,Feb,Nov,5,2,Radio,No,339,Medium,Fair,No,Injury,Researcher_A,16.8,Successful,Yes,52,99,High
B3524,Stork,Australia,Grassland,Clear,Feeding,32.87182498142539,-136.56808129417087,77.5567109515238,16.360529475336307,2589.03,63.8,47.29,3437,452,33.3,3.1,76,1004.6,17.1,No,87,-71.5,May,May,4,8,Satellite,No,472,Medium,Fair,Yes,Injury,Researcher_A,28.2,Failed,No,39,66,Moderate
B3525,Warbler,South America,Grassland,Clear,Breeding,-65.43858165806154,7.473519113211665,-12.317967520929173,-94.02175623264854,1948.68,54.0,53.05,2670,563,15.6,24.4,51,964.2,9.8,No,45,-68.4,Jan,Jun,1,5,Radio,Yes,348,High,Fair,Yes,Storm,Researcher_B,23.2,Successful,Yes,51,8,High
B3526,Eagle,Asia,Urban,Rainy,Climate Change,-37.12035473979983,59.49458501124323,75.54361071612163,20.39869266253544,2423.02,69.2,50.25,8140,263,32.5,12.2,16,964.4,1.1,No,62,-67.4,Apr,Nov,5,3,Satellite,Yes,246,Medium,Poor,No,Storm,Researcher_C,15.2,Failed,Yes,41,27,Low
B3527,Hawk,North America,Mountain,Windy,Climate Change,0.06562375988171709,-120.3707743313269,-53.08201770586668,-41.977691350478835,2189.84,33.5,51.73,9918,895,21.3,15.6,72,979.4,18.7,No,21,-62.4,Nov,Apr,12,5,Satellite,No,29,High,Excellent,Yes,Predator,Researcher_B,26.3,Failed,No,90,35,High
